,CashbackAmount,Tenure,CityTier,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,PreferredPaymentMode,PreferedOrderCat,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
2457,148.55,1.0,1,8.0,3,4,5,0,4.0,3,2,0,1,0,1,0
5356,195.82,15.0,3,30.0,4,3,5,1,3.0,4,0,0,1,0,0,1
4867,175.67,21.0,1,23.0,2,3,3,1,8.0,3,2,0,1,0,1,0
3109,145.97,4.0,1,10.0,4,2,6,0,5.0,4,4,0,1,1,0,0
4899,167.27,1.0,1,9.0,4,1,2,0,3.0,4,2,1,0,0,1,0
3303,162.37,8.0,2,10.0,4,2,2,0,3.0,6,4,0,1,1,0,0
1555,204.0,0.0,3,10.0,5,1,2,0,8.0,3,0,0,1,0,1,0
1946,150.94,13.0,1,22.0,4,3,7,0,0.0,3,2,0,1,0,0,1
2230,149.5,0.0,3,16.0,3,1,1,0,1.0,4,2,0,1,0,0,1
3514,167.72,16.0,1,36.0,6,2,6,0,1.0,3,2,0,1,0,0,1
256,124.75999999999999,3.0,3,14.0,3,4,2,0,0.0,1,3,0,1,1,0,0
1606,152.49,11.0,3,8.0,4,1,4,0,5.0,4,2,0,1,0,1,0
2287,170.94,9.0,1,16.0,3,3,4,0,7.0,1,0,1,0,0,1,0
3553,161.0,7.0,2,9.0,4,3,3,0,5.0,6,4,0,1,1,0,0
717,125.15,0.0,1,14.0,3,2,2,1,0.0,4,3,1,0,1,0,0
4561,257.12,30.0,3,13.0,2,5,11,0,8.0,4,1,1,0,0,1,0
5265,188.92,7.0,3,15.0,4,5,4,0,3.0,4,2,0,1,0,1,0
4062,176.51,13.0,1,16.0,4,5,3,0,10.0,3,2,0,1,0,1,0
5172,138.59,1.0,3,8.0,6,3,3,0,1.0,4,4,1,0,0,0,1
1459,145.05,7.0,1,12.0,4,4,7,0,0.0,4,2,1,0,0,1,0
1273,159.68,6.0,1,13.0,3,3,2,0,8.0,4,2,0,1,0,1,0
2590,121.44999999999999,0.0,2,16.0,3,1,1,0,1.0,0,3,0,1,0,1,0
3098,290.55,26.0,1,11.0,4,2,4,0,5.0,4,1,1,0,1,0,0
4005,194.62,10.0,1,9.0,4,4,6,1,1.0,6,2,1,0,0,1,0
1086,195.25,10.0,3,6.0,5,1,2,0,3.0,3,2,0,1,0,1,0
1078,170.05,26.0,1,30.0,1,1,4,0,2.0,3,0,0,1,0,1,0
1921,143.42,0.0,3,14.0,3,1,1,0,1.0,5,2,0,1,0,1,0
3301,227.21,9.0,1,14.0,4,3,5,0,0.0,6,0,0,1,0,0,1
4707,152.59,6.0,1,26.0,2,3,8,1,3.0,3,4,0,1,0,1,0
4190,149.96,7.0,1,9.0,4,1,6,0,1.0,3,4,0,1,0,0,1
4941,164.55,1.0,1,7.0,5,5,3,0,4.0,3,4,0,1,0,1,0
2997,245.61,12.0,1,32.0,5,4,5,0,2.0,4,0,1,0,1,0,0
3810,166.98,12.0,3,23.0,4,4,4,0,3.0,4,2,1,0,0,0,1
2525,120.13,0.0,1,13.0,3,4,3,0,3.0,4,3,0,1,0,0,1
3247,175.93,9.0,1,9.0,4,5,4,0,1.0,4,2,1,0,0,1,0
1569,143.45,4.0,1,6.0,5,3,1,0,4.0,3,2,0,1,0,1,0
3718,146.27,15.0,1,12.0,2,3,4,1,4.0,3,4,0,1,1,0,0
2506,177.56,11.0,1,8.0,4,3,4,1,2.0,3,0,1,0,0,1,0
4705,178.04,4.0,3,34.0,4,1,9,0,8.0,5,2,0,1,0,1,0
3894,151.55,12.0,3,14.0,4,3,4,1,8.0,3,4,1,0,0,1,0
2499,296.58,20.0,2,32.0,3,3,4,0,0.0,4,5,1,0,0,1,0
3341,170.37,21.0,3,9.0,4,2,2,1,8.0,5,2,1,0,1,0,0
147,120.69999999999999,0.0,1,15.0,3,2,2,0,4.0,0,3,0,1,1,0,0
2766,219.57,20.0,1,7.0,3,4,1,0,0.0,3,0,1,0,0,1,0
1364,139.44,11.0,1,8.0,3,1,6,1,2.0,4,4,0,1,0,0,1
904,139.75,13.0,1,15.0,3,3,4,0,7.0,6,2,0,1,0,1,0
2980,311.65,23.0,1,17.0,4,5,11,1,3.0,4,5,1,0,0,0,1
3350,148.8,21.0,1,9.0,5,2,11,1,1.0,4,4,0,1,0,1,0
3744,229.66,23.0,1,14.0,4,4,5,0,0.0,4,0,0,1,0,1,0
1711,193.55,4.0,3,10.0,3,4,2,0,7.0,5,2,0,1,0,0,1
2993,194.29,5.0,3,14.0,3,2,6,0,8.0,2,2,0,1,1,0,0
3647,160.44,14.0,1,23.0,4,3,11,0,1.0,4,4,0,1,0,1,0
3378,146.21,1.0,3,28.0,5,4,3,1,1.0,6,4,0,1,0,0,1
2756,121.87,0.0,2,8.0,3,4,5,0,2.0,6,3,1,0,0,1,0
5216,154.09,1.0,3,8.0,4,3,5,0,3.0,1,4,0,1,0,1,0
5142,151.1,12.0,1,14.0,2,3,3,0,4.0,4,4,0,1,0,1,0
3039,171.49,3.0,3,9.0,4,3,3,0,3.0,4,2,0,1,1,0,0
5127,148.87,14.0,1,8.0,4,4,5,0,4.0,4,4,0,1,0,1,0
3773,145.18,4.0,1,16.0,4,5,5,0,1.0,4,4,0,1,0,0,1
5577,155.67,5.0,3,9.0,4,3,2,0,3.0,4,4,0,1,0,1,0
152,156.05,11.0,3,13.0,2,5,2,1,7.0,3,2,1,0,0,1,0
1683,161.18,3.0,3,11.0,4,3,2,0,2.0,5,2,1,0,0,1,0
4176,157.98,6.0,1,12.0,2,4,2,1,6.0,4,4,0,1,0,1,0
2632,155.38,15.0,1,19.0,1,5,6,0,0.0,3,2,0,1,0,1,0
5020,153.53,1.0,1,10.0,5,1,2,1,1.0,4,4,0,1,0,1,0
2572,134.77,4.0,1,8.0,3,3,2,0,3.0,4,3,0,1,0,1,0
3492,168.02,7.0,3,14.0,4,4,2,0,3.0,4,2,1,0,1,0,0
5551,153.58,12.0,3,8.0,5,5,6,0,1.0,4,4,0,1,0,0,1
871,157.69,0.0,3,16.0,4,2,2,1,4.0,5,2,1,0,1,0,0
4779,165.37,7.0,3,7.0,2,5,3,0,9.0,3,2,0,1,0,1,0
2898,173.76,14.0,1,16.0,5,2,11,0,3.0,4,2,0,1,1,0,0
5024,146.07,5.0,1,12.0,5,5,8,0,1.0,4,4,0,1,0,1,0
3765,237.44,6.0,1,17.0,4,1,4,0,1.0,3,0,0,1,0,0,1
2671,199.07,0.0,3,8.0,4,4,8,1,2.0,5,2,0,1,0,0,1
1201,199.07,0.0,3,8.0,4,4,8,1,2.0,5,2,0,1,0,0,1
1922,127.82,10.0,1,16.0,3,5,1,1,3.0,4,3,1,0,0,1,0
245,127.16,0.0,3,18.0,2,4,2,0,0.0,4,3,1,0,0,0,1
1058,168.42,9.0,1,9.0,1,5,7,0,4.0,4,2,0,1,0,1,0
2863,155.72,4.0,1,16.0,4,5,3,0,11.0,3,2,0,1,0,1,0
4172,154.11,5.0,1,33.0,4,3,3,0,4.0,4,4,0,1,0,1,0
4576,142.02,12.0,1,9.0,4,1,3,1,1.0,4,4,0,1,0,1,0
5118,210.0,8.0,1,16.0,4,1,2,0,0.0,4,0,0,1,0,1,0
2722,291.61,22.0,1,8.0,3,1,4,0,3.0,4,5,0,1,0,1,0
5164,160.78,1.0,1,14.0,2,5,2,0,8.0,6,4,0,1,0,0,1
26,172.95,8.0,3,6.0,3,4,2,0,6.0,5,0,0,1,1,0,0
1183,154.05,11.0,3,8.0,5,1,3,1,3.0,5,2,1,0,0,1,0
2272,154.1,9.0,1,8.0,3,4,10,1,12.0,4,2,1,0,0,0,1
666,195.82,0.0,3,10.0,3,5,1,1,7.0,2,0,0,1,0,0,1
1556,184.74,3.0,1,6.0,4,3,2,0,8.0,4,0,0,1,0,0,1
280,140.31,0.0,1,9.0,3,5,6,0,2.0,3,4,0,1,1,0,0
1465,126.13,3.0,1,14.0,5,3,2,0,9.0,4,3,0,1,0,1,0
3231,242.13,10.0,1,15.0,3,5,11,0,6.0,4,0,1,0,1,0,0
5179,181.47,10.0,3,23.0,5,5,6,0,3.0,5,2,1,0,0,1,0
2694,129.33,0.0,1,7.0,4,3,2,1,0.0,4,3,1,0,0,1,0
2555,120.28,0.0,1,27.0,1,4,2,0,13.0,0,3,0,1,0,1,0
1795,165.82,4.0,3,8.0,3,1,5,1,5.0,4,2,0,1,0,0,1
8,126.83000000000001,13.0,3,9.0,4,3,2,1,2.0,5,3,0,1,1,0,0
1700,152.96,0.0,3,6.0,3,3,2,0,7.0,4,2,0,1,0,1,0
1128,151.47,6.0,3,8.0,3,4,9,0,7.0,5,2,1,0,0,0,1
2012,127.78,4.0,1,8.0,5,1,5,1,0.0,4,3,1,0,0,1,0
2544,153.47,9.0,1,32.0,3,3,7,0,2.0,4,2,0,1,0,1,0
5514,150.87,20.0,1,31.0,4,1,3,0,1.0,4,4,0,1,0,0,1
1814,147.07,0.0,3,17.0,1,3,9,0,2.0,6,2,0,1,0,1,0
3254,191.32,19.0,3,9.0,6,3,2,0,2.0,1,2,0,1,0,0,1
427,211.02999999999997,29.0,1,15.0,3,2,8,0,0.0,3,1,0,1,1,0,0
4808,154.73,11.0,3,28.0,4,1,7,0,1.0,3,4,1,0,0,1,0
5040,159.0,6.0,1,20.0,5,4,3,0,3.0,6,4,1,0,0,1,0
2109,110.52000000000001,1.0,3,16.0,3,4,2,0,0.0,3,4,0,1,0,1,0
1629,147.41,0.0,1,17.0,3,5,2,1,3.0,3,2,0,1,0,1,0
4254,175.1,6.0,3,13.0,4,3,3,0,8.0,3,2,0,1,0,0,1
4088,184.68,7.0,1,14.0,4,3,3,0,9.0,4,2,0,1,0,1,0
4278,153.35,10.0,1,10.0,4,1,7,0,1.0,4,4,1,0,0,1,0
4963,154.79,8.0,1,10.0,5,1,5,0,1.0,4,4,0,1,0,1,0
3494,293.85,22.0,1,7.0,2,2,4,0,2.0,3,1,0,1,0,0,1
41,124.50999999999999,14.0,1,14.0,3,3,5,0,8.0,4,3,0,1,0,1,0
2421,260.32,27.0,1,17.0,3,1,4,0,12.0,3,1,1,0,0,1,0
3796,222.14,1.0,3,7.0,5,5,3,0,0.0,4,2,0,1,0,1,0
916,184.63,1.0,3,11.0,3,5,1,0,3.0,3,2,0,1,0,0,1
5411,196.4,4.0,3,22.0,5,5,4,0,8.0,5,0,0,1,0,1,0
4778,159.24,1.0,1,9.0,2,5,9,0,2.0,3,4,0,1,0,0,1
4216,215.69,9.0,3,6.0,4,5,3,0,0.0,4,0,0,1,0,1,0
1515,130.58,0.0,1,23.0,3,4,1,1,1.0,1,3,0,1,0,1,0
2575,139.07,0.0,1,35.0,3,5,2,0,2.0,3,4,0,1,0,1,0
2567,115.55000000000001,0.0,2,28.0,5,3,2,0,0.0,6,4,0,1,0,1,0
2508,139.36,10.0,1,16.0,3,4,2,0,7.0,3,4,1,0,0,1,0
4757,185.62,16.0,1,7.0,5,1,11,1,3.0,4,2,1,0,0,1,0
4900,164.17,9.0,1,17.0,4,1,3,0,3.0,6,4,0,1,0,1,0
223,259.92,15.0,1,29.0,3,2,3,0,0.0,4,1,1,0,0,0,1
3546,155.33,1.0,1,10.0,5,3,3,0,3.0,4,4,0,1,0,0,1
3297,201.54,13.0,3,18.0,4,2,3,0,8.0,5,0,1,0,1,0,0
3584,302.79,28.0,1,10.0,4,2,5,0,10.0,4,1,0,1,1,0,0
2709,168.34,1.0,3,7.0,4,1,2,1,7.0,4,2,0,1,0,1,0
1131,124.68,11.0,1,14.0,4,4,5,0,5.0,0,3,1,0,0,1,0
3958,254.64999999999998,27.0,1,7.0,5,3,6,1,3.0,3,1,1,0,0,1,0
2215,189.66,8.0,3,23.0,3,5,4,1,7.0,4,2,0,1,0,1,0
943,125.61000000000001,0.0,1,14.0,4,5,8,0,0.0,0,3,0,1,0,0,1
710,143.23,8.0,2,14.0,3,3,2,0,4.0,1,4,0,1,0,0,1
903,121.27000000000001,0.0,1,11.0,1,3,3,1,3.0,0,3,0,1,1,0,0
5033,152.41,10.0,1,13.0,6,3,3,0,8.0,4,4,0,1,0,1,0
1750,140.31,0.0,1,9.0,3,5,6,0,2.0,3,4,0,1,0,1,0
740,141.15,3.0,3,35.0,3,5,9,0,3.0,4,2,0,1,0,1,0
4766,150.53,8.0,1,23.0,5,1,3,0,4.0,4,4,1,0,0,0,1
5618,154.77,9.0,1,8.0,6,1,3,0,2.0,4,4,1,0,0,1,0
315,199.5,0.0,2,29.0,3,5,10,1,2.0,6,0,1,0,0,1,0
5523,179.87,7.0,3,17.0,4,3,3,0,10.0,5,2,0,1,0,0,1
947,131.8,2.0,1,8.0,3,4,1,0,2.0,4,3,1,0,1,0,0
2873,161.9,24.0,1,7.0,5,3,4,0,3.0,3,4,0,1,1,0,0
1399,141.57,0.0,3,29.0,4,1,8,1,0.0,5,2,1,0,0,1,0
2427,122.72,0.0,1,26.0,3,3,1,0,2.0,4,2,0,1,0,0,1
1042,154.4,0.0,3,21.0,5,1,7,1,2.0,3,2,0,1,0,1,0
1175,167.99,7.0,3,14.0,1,3,2,0,8.0,1,2,0,1,0,1,0
669,177.56,7.0,1,9.0,3,2,1,0,4.0,4,2,0,1,0,0,1
2080,142.4,21.0,1,12.0,4,3,3,0,2.0,4,2,0,1,0,0,1
4246,148.22,1.0,3,9.0,4,5,5,0,1.0,1,4,0,1,0,1,0
228,159.74,10.0,1,12.0,2,5,5,1,7.0,3,2,0,1,0,1,0
5150,224.98,7.0,3,12.0,4,1,8,0,0.0,4,2,0,1,0,1,0
1703,166.53,9.0,3,6.0,3,1,5,0,0.0,3,2,1,0,0,0,1
5499,149.72,1.0,1,14.0,4,4,3,1,1.0,4,4,0,1,0,0,1
3190,188.22,6.0,1,16.0,4,2,3,1,6.0,4,2,1,0,1,0,0
1359,120.28,0.0,1,30.0,4,3,6,1,3.0,4,3,0,1,0,0,1
5505,172.88,9.0,1,23.0,5,4,2,1,3.0,6,2,1,0,0,1,0
3175,146.87,1.0,1,13.0,5,3,2,0,4.0,3,4,1,0,0,1,0
3941,196.4,4.0,3,22.0,5,5,4,0,8.0,5,0,0,1,0,1,0
2509,179.45,13.0,1,22.0,3,1,7,1,3.0,4,0,1,0,0,0,1
214,162.14,0.0,3,14.0,3,4,2,0,7.0,5,2,1,0,1,0,0
4153,224.36,5.0,1,12.0,4,5,2,0,0.0,3,2,0,1,0,0,1
5077,170.38,8.0,3,9.0,4,5,2,1,3.0,5,2,1,0,0,0,1
4475,149.55,17.0,1,17.0,4,1,2,0,8.0,4,4,1,0,0,0,1
4357,177.65,16.0,1,28.0,4,3,4,0,3.0,3,2,1,0,0,1,0
2810,125.71000000000001,9.0,1,14.0,1,1,5,0,3.0,0,2,0,1,0,1,0
5533,146.33,12.0,1,15.0,5,4,3,1,8.0,3,2,1,0,0,1,0
1524,122.88,0.0,1,15.0,3,1,2,0,1.0,4,3,1,0,0,0,1
4968,150.14,3.0,1,35.0,4,1,6,0,8.0,4,4,1,0,0,1,0
2400,270.07,7.0,1,21.0,3,5,8,0,9.0,3,1,0,1,0,1,0
3885,278.79,23.0,1,7.0,4,3,6,0,1.0,4,1,0,1,0,0,1
556,235.82,11.0,1,6.0,3,5,2,0,11.0,2,0,1,0,1,0,0
5408,159.45,1.0,1,15.0,4,1,3,0,5.0,3,4,1,0,0,0,1
4819,174.08,2.0,3,12.0,4,1,3,0,3.0,3,2,0,1,0,0,1
2047,172.64,3.0,3,14.0,3,3,6,0,7.0,6,0,0,1,0,1,0
5268,149.5,9.0,1,8.0,5,5,3,0,3.0,3,4,0,1,0,0,1
605,214.16000000000003,3.0,1,14.0,1,5,1,1,0.0,4,0,1,0,1,0,0
5385,292.04,19.0,1,35.0,5,4,3,0,7.0,2,1,1,0,0,0,1
4978,152.91,5.0,3,27.0,2,1,2,0,3.0,4,4,0,1,0,1,0
4435,261.03,11.0,1,7.0,4,1,4,1,3.0,3,0,1,0,0,1,0
4711,188.89,13.0,2,10.0,2,4,11,0,7.0,6,2,1,0,0,1,0
4413,190.45,16.0,1,24.0,2,5,5,1,3.0,4,2,1,0,0,0,1
2774,141.08,12.0,1,30.0,3,1,8,0,7.0,4,2,0,1,0,0,1
317,199.8,9.0,3,16.0,3,2,2,0,7.0,3,0,0,1,0,0,1
3657,148.87,14.0,1,7.0,4,4,5,0,4.0,4,4,0,1,1,0,0
3371,260.82,12.0,1,7.0,4,5,3,0,12.0,2,0,1,0,1,0,0
3048,191.53,10.0,3,7.0,4,2,6,0,1.0,3,2,1,0,0,0,1
4066,172.71,12.0,1,16.0,4,1,4,0,4.0,4,4,0,1,0,1,0
4299,188.47,4.0,2,16.0,4,1,2,1,8.0,6,2,0,1,0,1,0
4074,223.88,8.0,3,7.0,4,1,3,0,0.0,5,0,0,1,0,0,1
5613,191.52,10.0,3,18.0,5,1,6,0,1.0,5,2,1,0,0,1,0
4680,206.2,22.0,3,9.0,2,4,5,0,3.0,5,2,0,1,0,1,0
872,123.94,0.0,1,14.0,3,3,2,1,7.0,4,3,1,0,0,0,1
4682,171.8,11.0,1,17.0,2,1,5,0,1.0,4,4,0,1,0,0,1
3513,157.91,3.0,1,17.0,4,4,2,0,2.0,4,4,1,0,0,1,0
1272,128.97,27.0,1,15.0,3,3,4,0,3.0,4,2,1,0,0,1,0
5462,152.05,9.0,1,30.0,6,3,2,0,4.0,3,4,0,1,0,1,0
602,110.50999999999999,0.0,1,11.0,3,2,2,0,0.0,4,4,0,1,0,0,1
2581,161.34,0.0,3,19.0,4,5,6,1,2.0,5,2,0,1,0,1,0
3185,155.41,1.0,3,9.0,4,5,2,0,3.0,5,4,0,1,0,1,0
1761,117.02000000000001,0.0,1,8.0,3,1,2,1,0.0,4,4,0,1,0,1,0
3737,168.73,7.0,3,14.0,4,5,2,0,4.0,3,2,0,1,1,0,0
2574,165.16,13.0,1,14.0,3,5,3,1,0.0,4,2,1,0,0,1,0
3121,162.8,28.0,1,15.0,4,3,9,0,1.0,4,2,1,0,0,0,1
5101,171.27,4.0,1,13.0,5,1,2,0,8.0,1,2,1,0,0,1,0
4139,149.39,6.0,1,9.0,4,5,3,0,3.0,1,4,0,1,0,0,1
4543,147.44,1.0,1,18.0,4,4,3,0,3.0,3,4,1,0,0,1,0
2203,286.06,26.0,1,13.0,3,3,4,0,7.0,3,5,1,0,0,1,0
2647,127.05000000000001,8.0,1,29.0,5,3,1,0,3.0,0,3,0,1,0,1,0
2437,121.32,0.0,1,34.0,3,1,5,0,3.0,2,3,0,1,0,1,0
4608,257.37,14.0,1,13.0,4,3,9,0,14.0,4,1,1,0,0,0,1
1741,145.22,16.0,1,14.0,3,3,5,1,2.0,6,2,1,0,0,1,0
4522,151.1,1.0,3,16.0,4,1,3,0,3.0,3,4,0,1,0,0,1
2223,162.72,15.0,2,8.0,1,5,8,0,3.0,3,2,0,1,0,1,0
5229,140.63,2.0,1,8.0,5,3,3,0,1.0,4,4,0,1,0,1,0
795,144.44,7.0,1,25.0,3,4,5,0,10.0,3,2,1,0,0,1,0
2553,139.86,7.0,1,11.0,4,1,2,0,13.0,3,2,0,1,0,1,0
1228,123.07,0.0,1,22.0,5,5,2,1,0.0,1,3,0,1,0,1,0
2738,141.05,0.0,3,15.0,3,1,2,0,7.0,5,2,0,1,0,0,1
3058,188.8,4.0,3,29.0,5,3,4,1,1.0,5,2,0,1,1,0,0
2711,157.36,12.0,3,27.0,5,3,7,0,2.0,4,2,1,0,0,1,0
5198,179.86,22.0,3,14.0,4,5,6,0,3.0,5,2,0,1,0,1,0
2192,153.43,7.0,1,7.0,4,5,1,0,9.0,3,2,0,1,0,0,1
297,125.63999999999999,0.0,2,14.0,4,2,2,0,0.0,1,3,0,1,0,0,1
171,114.19999999999999,0.0,1,9.0,3,3,2,0,0.0,4,4,0,1,0,0,1
4716,149.5,27.0,1,13.0,4,1,4,0,3.0,4,2,0,1,0,0,1
1212,128.56,1.0,3,9.0,3,4,2,0,0.0,0,3,1,0,0,1,0
316,120.93,0.0,1,11.0,3,3,5,0,0.0,6,3,0,1,1,0,0
2906,191.96,1.0,3,33.0,5,5,7,0,2.0,5,2,1,0,0,0,1
1036,177.56,11.0,1,8.0,4,3,4,1,2.0,3,0,1,0,0,1,0
278,183.92,14.0,3,6.0,2,5,2,0,7.0,5,0,0,1,1,0,0
2334,129.96,10.0,1,10.0,3,3,8,1,3.0,4,3,0,1,0,1,0
3404,298.99,24.0,1,7.0,4,2,11,0,4.0,3,1,0,1,0,1,0
1863,140.28,11.0,3,13.0,4,1,1,0,5.0,5,2,1,0,0,0,1
3206,153.19,1.0,1,11.0,3,5,4,0,3.0,3,4,0,1,1,0,0
2782,294.31,12.0,1,15.0,3,1,3,0,3.0,4,5,0,1,0,0,1
1235,139.78,4.0,1,10.0,1,3,9,0,2.0,3,4,1,0,0,1,0
3757,170.91,21.0,3,21.0,4,3,5,1,3.0,3,2,1,0,1,0,0
2445,124.30000000000001,8.0,3,14.0,4,3,1,0,2.0,4,3,1,0,0,1,0
3066,174.36,25.0,3,21.0,4,2,6,0,8.0,4,2,1,0,1,0,0
3542,156.31,3.0,1,13.0,4,2,3,0,9.0,3,4,1,0,1,0,0
3789,199.41,19.0,1,7.0,4,4,3,0,8.0,2,0,0,1,0,1,0
441,163.97,10.0,3,33.0,1,3,5,1,3.0,4,2,1,0,0,0,1
4238,261.64,11.0,1,14.0,4,3,6,0,3.0,3,0,0,1,0,0,1
3264,157.8,8.0,1,7.0,2,2,4,0,4.0,4,4,1,0,0,0,1
5259,199.41,19.0,1,8.0,4,4,3,0,8.0,2,0,0,1,0,1,0
1445,120.72999999999999,0.0,2,12.0,3,5,5,1,2.0,6,3,0,1,0,1,0
255,142.6,0.0,3,16.0,3,3,2,1,3.0,5,2,1,0,0,1,0
958,120.18,0.0,1,15.0,3,5,4,0,0.0,4,3,0,1,0,0,1
2669,163.84,2.0,1,35.0,5,3,9,0,6.0,4,2,0,1,0,1,0
546,120.08000000000001,0.0,1,16.0,3,4,2,0,0.0,4,3,0,1,0,1,0
74,162.61,11.0,1,35.0,3,2,4,0,7.0,1,2,0,1,1,0,0
2727,130.65,4.0,1,9.0,3,5,2,1,3.0,0,3,0,1,0,1,0
4701,242.13,10.0,1,15.0,2,5,11,0,6.0,4,0,1,0,0,1,0
4555,147.58,17.0,1,28.0,4,1,9,0,3.0,3,4,0,1,0,1,0
2199,144.77,18.0,1,13.0,3,3,5,1,2.0,3,4,1,0,0,1,0
1387,122.93,0.0,1,31.0,5,3,2,0,1.0,4,3,0,1,0,0,1
4725,160.05,1.0,1,17.0,2,3,3,0,3.0,3,4,0,1,0,0,1
1827,142.33,0.0,3,19.0,3,5,3,0,2.0,3,2,0,1,0,1,0
2489,153.32,4.0,3,8.0,3,5,8,0,3.0,6,2,0,1,0,0,1
4519,221.99,10.0,3,10.0,5,1,6,0,0.0,3,0,0,1,0,1,0
4988,144.04,1.0,1,15.0,4,3,3,0,1.0,3,4,0,1,0,0,1
3898,164.86,8.0,1,12.0,5,1,3,0,14.0,3,2,0,1,0,1,0
3526,198.36,1.0,3,30.0,5,5,3,0,11.0,4,0,1,0,1,0,0
1894,161.42,7.0,1,14.0,3,3,4,0,3.0,3,2,1,0,0,0,1
5452,166.27,13.0,3,27.0,4,1,4,0,3.0,4,2,0,1,0,1,0
2068,208.45,19.0,1,13.0,3,3,7,0,7.0,3,0,0,1,0,1,0
3595,286.24,3.0,1,7.0,5,2,5,0,8.0,4,1,1,0,0,1,0
4493,224.85,17.0,1,14.0,4,5,10,0,0.0,4,0,1,0,0,1,0
4687,178.96,6.0,3,17.0,4,1,3,0,9.0,5,2,0,1,0,0,1
5171,217.78,10.0,3,10.0,4,4,5,1,0.0,5,2,1,0,0,0,1
2299,278.61,15.0,1,8.0,3,3,1,1,10.0,4,1,0,1,0,1,0
2049,178.23,8.0,3,9.0,3,1,7,0,8.0,4,0,0,1,0,1,0
2236,120.11000000000001,0.0,1,8.0,1,1,2,0,7.0,4,3,1,0,0,1,0
4809,267.75,27.0,1,30.0,4,1,8,0,9.0,4,1,1,0,0,0,1
1476,192.08,23.0,3,18.0,3,1,5,0,1.0,5,0,1,0,0,0,1
1315,151.31,9.0,1,10.0,3,4,8,0,2.0,4,2,1,0,0,1,0
4500,188.47,11.0,1,12.0,4,1,9,0,5.0,3,2,0,1,0,1,0
885,247.32,28.0,1,6.0,1,2,3,0,0.0,3,1,0,1,0,1,0
162,157.45,11.0,1,29.0,3,2,10,0,2.0,4,2,0,1,0,1,0
3900,145.28,7.0,1,28.0,2,4,3,0,14.0,3,4,0,1,0,1,0
1239,168.34,1.0,3,6.0,4,1,2,1,7.0,4,2,0,1,0,1,0
2479,126.9,8.0,1,13.0,4,1,2,0,1.0,4,3,0,1,0,1,0
1260,186.28,7.0,3,19.0,3,3,2,0,1.0,3,0,0,1,0,1,0
199,157.75,3.0,1,34.0,3,2,2,0,9.0,3,2,1,0,1,0,0
940,140.35,28.0,1,10.0,3,3,1,1,2.0,4,2,0,1,1,0,0
976,158.78,5.0,1,11.0,4,4,4,0,5.0,4,2,1,0,0,1,0
5278,145.61,1.0,1,10.0,4,1,3,0,1.0,4,4,1,0,0,1,0
1923,159.8,11.0,1,8.0,1,5,7,1,12.0,4,2,1,0,0,0,1
1573,187.89,8.0,3,6.0,3,3,2,0,8.0,5,0,1,0,0,0,1
3106,142.02,12.0,1,9.0,4,2,3,1,1.0,4,4,0,1,1,0,0
5414,170.07,23.0,3,18.0,4,1,5,0,5.0,5,2,1,0,0,0,1
4036,184.06,19.0,1,32.0,5,1,2,0,9.0,4,2,1,0,0,1,0
1981,120.22,0.0,1,31.0,3,4,2,1,8.0,4,3,1,0,0,1,0
3887,152.28,1.0,3,16.0,4,5,3,0,3.0,4,4,0,1,0,0,1
4659,196.04,7.0,3,15.0,4,3,2,0,3.0,5,2,0,1,0,1,0
4830,148.18,1.0,1,11.0,4,3,3,0,1.0,4,4,1,0,0,0,1
708,125.38999999999999,0.0,1,14.0,4,3,2,0,2.0,4,3,0,1,1,0,0
3072,156.02,1.0,1,10.0,4,5,2,0,5.0,1,4,0,1,0,0,1
3660,150.34,1.0,3,18.0,2,2,10,0,1.0,3,4,1,0,1,0,0
713,237.57999999999998,5.0,3,18.0,3,5,1,1,14.0,4,1,0,1,0,0,1
2018,127.99000000000001,6.0,1,6.0,4,5,4,1,2.0,6,3,0,1,0,0,1
2228,127.81,6.0,1,15.0,3,1,1,0,10.0,0,3,0,1,0,1,0
1742,144.87,0.0,3,10.0,4,1,2,1,3.0,4,2,1,0,0,0,1
2152,187.4,11.0,3,16.0,4,3,1,1,7.0,5,0,0,1,0,1,0
1780,236.10000000000002,0.0,1,21.0,3,3,8,1,7.0,3,0,0,1,0,1,0
2360,129.96,7.0,1,7.0,3,5,6,0,3.0,6,3,0,1,0,1,0
283,265.55,25.0,1,10.0,3,2,3,0,4.0,4,1,1,0,1,0,0
3515,175.56,3.0,1,15.0,5,2,3,1,3.0,3,2,0,1,1,0,0
1397,154.54,17.0,3,6.0,3,5,6,1,3.0,5,2,1,0,0,1,0
2641,196.67,3.0,1,16.0,3,3,10,0,2.0,3,0,1,0,0,0,1
633,219.04000000000002,30.0,3,6.0,3,2,4,1,0.0,2,0,0,1,1,0,0
100,121.77000000000001,0.0,1,9.0,4,2,4,0,0.0,4,3,0,1,1,0,0
1491,127.19999999999999,3.0,1,8.0,4,1,1,0,2.0,0,3,0,1,0,0,1
3708,183.1,10.0,1,11.0,5,2,3,0,9.0,4,2,0,1,0,0,1
5260,149.3,9.0,3,35.0,5,3,2,0,3.0,4,4,1,0,0,1,0
